,item,tattoo,mouth,hair,eyes,skin,body,tail,main,background,mustache,glasses,mask,hat,Rarity score,Token Id
2203,snot,None,dot,soft dark,golden eyes,yellow,green striped singlet,inverted tail,main,bg #7,None,None,None,None,48.98403174741347,2204
2204,bloodshot,None,super flat mouth,soft dark,anime eyes,white,nurse coat,stripped tail,main,bg #3,None,None,None,None,49.226133460638835,2205
2205,demon wings,None,L shaped mouth,soft dark,angry thunder eyes,zombie,viking jacket,tail alive,main,bg rainy,None,None,None,None,48.53662513799204,2206
2206,snot,None,big sad mouth,light grey,dark eyes,white,stylish pyjamas,golden stripped tail,main,bg #11,None,None,None,None,48.22862989510248,2207
2207,demon wings,None,big gum,realistic,chasis eyes,white,styled body hug,golden tail,main,bg #7,None,None,None,None,48.66131124756803,2208
2208,demon wings,None,weird mouth,super messy,dark eyes,zombie,stylish pyjamas,realistic tail,main,bg,None,None,None,None,48.866664561302585,2209
2209,angel wings,None,robot mouth,realistic,angry thunder eyes,black,golden stripped,multi stripped tail,main,bg #10,None,None,None,None,49.233372355960434,2210
2210,bloodshot,None,dot,super messy,crying eyes,white,pink long sleeve,realistic tail,main,bg #4,None,None,None,None,48.80805627351282,2211
2211,golf club,None,super flat mouth,soft dark,golden eyes,yellow,green mario coat,devil tail,main,bg #6,None,None,None,None,48.15513838402129,2212
2212,demon wings,None,classic mouth,messy,slight thunder eyes,white,pink long sleeve,realistic tail,main,bg #6,None,None,None,None,48.64666390177792,2213
2213,umbrella,None,cross shaped mouth,realistic,soft eyes,black,'sad' text shirt,pointed and messy tail,main,bg #3,None,None,None,None,50.15030873574473,2214
2214,demon wings,None,weird mouth,messy,angry thunder eyes,fair,body hug,realistic tail,main,bg #7,None,None,None,None,49.240801845895476,2215
2215,golf club,None,big gum,soft dark,little eyes,white,chest plate,suoer pointed tail],main,bg #4,None,None,None,None,48.84467408450299,2216
2216,golf club,None,smoking,realistic,dark eyes,yellow,styled body hug,cowboy tail,main,bg #5,None,None,None,None,49.035357966780296,2217
2217,angel wings,None,zero shaped mouth,messy,golden eyes,zombie,pink long sleeve,pinky striped tail,main,bg,None,None,None,None,48.9547623437957,2218
2218,snot,None,O shaped mouth,soft dark,little eyes,fair,robotic t-shirt,cactus green stripped tail,main,bg rainy,None,None,None,None,49.36549953709164,2219
2219,snot,None,vampire,soft dark,golden eyes,yellow,golden armor,stripped tail,main,bg #2,None,None,None,None,48.86665087187148,2220
2220,umbrella,None,cute sad mouth,super messy,angry thunder eyes,black,'sad' text shirt,golden stripped tail,main,bg #5,None,None,None,None,49.189428246498096,2221
2221,bloodshot,None,indecisive,light grey,dark eyes,yellow,purple striped,pinky striped tail,main,bg #1,None,None,None,None,48.338617054385246,2222
2222,bloodshot,None,classic mouth,super messy,mixed eyeballs,fair,robotic t-shirt,stripped tail,main,bg,None,None,None,None,49.00609909360357,2223
2223,demon wings,None,weird mouth,light grey,eyeball left,black,realistic singlet,sandy tail,main,bg #9,None,None,None,None,48.61003872700212,2224
2224,needle,None,tongue out,soft dark,tired eyes,fair,classic pyjamas,tail alive,main,bg #8,None,None,None,None,49.76888199578921,2225
2225,blood mouth,None,big dot,soft dark,crying eyes,fair,golden armor,thief striped tail,main,bg #7,None,None,None,None,50.194388684150724,2226
2226,bloodshot,None,zero shaped mouth,realistic,chasis eyes,black, red mario coat,pinky striped tail,main,bg #2,None,None,None,None,49.460750928812544,2227
2227,umbrella,None,weird mouth,realistic,tired eyes,white,green mario coat,golden stripped tail,main,bg #6,None,None,None,None,48.33115176121936,2228
2228,blood mouth,None,L shaped mouth,super messy,chasis eyes,black,black coat,pinky striped tail,main,bg #10,None,None,None,None,48.55861351053678,2229
2229,blood mouth,None,zero shaped mouth,soft dark,mixed eyeballs,black,green mario coat,pointed and messy tail,main,bg #6,None,None,None,None,49.812921940357064,2230
2230,umbrella,None,sad mouth,soft dark,devil eyes,white,golden armor,pinky striped tail,main,bg #4,None,None,None,None,48.7493890049485,2231
2231,needle,None,O shaped mouth,light grey,tired eyes,fair,chest plate,suoer pointed tail],main,bg #6,None,None,None,None,48.69803224480549,2232
2232,snot,None,sad mouth,realistic,crying eyes,yellow,red hood dress,golden stripped tail,main,bg #2,None,None,None,None,49.057374781615124,2233
2233,bloodshot,None,sad mouth,messy,eyeball left,zombie, red mario coat,tail alive,main,bg #7,None,None,None,None,49.23349555491358,2234
2234,golf club,None,weird mouth,messy,angry thunder eyes,black,viking jacket,inverted tail,main,bg #3,None,None,None,None,49.19679561492309,2235
2235,umbrella,None,big sad mouth,messy,angry thunder eyes,black,squid game suit,pointed and messy tail,main,bg #9,None,None,None,None,49.006104366015286,2236
2236,needle,None,indecisive,light grey,tired eyes,black,body hug,thief striped tail,main,bg #6,None,None,None,None,49.57084233856071,2237
2237,snot,None,classic mouth,light grey,chasis eyes,yellow,chest plate,cowboy tail,main,bg #10,None,None,None,None,48.162546818922046,2238
2238,blood mouth,None,big gum,soft dark,little eyes,fair,green striped singlet,golden tail,main,bg #6,None,None,None,None,49.40951631043771,2239
2239,bloodshot,None,weird mouth,super messy,tired eyes,black,mock neck,golden tail,main,bg #9,None,None,None,None,49.16016096088538,2240
2240,blood mouth,None,vampire,realistic,dark eyes,yellow,single striped,multi stripped tail,main,bg #1,None,None,None,None,48.70528693294377,2241
2241,bloodshot,None,weird mouth,messy,devil eyes,white,doctor coat,cowboy tail,main,bg,None,None,None,None,48.57330402373849,2242
2242,demon wings,None,tongue out,realistic,chasis eyes,zombie,viking jacket,thief striped tail,main,bg #10,None,None,None,None,48.92534868958854,2243
2243,umbrella,None,sad mouth,super messy,devil eyes,white,pink long sleeve,realistic tail,main,bg #5,None,None,None,None,48.705309047770825,2244
2244,umbrella,None,smoking,super messy,eyeball left,zombie, king jacket,realistic tail,main,bg #10,None,None,None,None,49.02802217821992,2245
2245,angel wings,None,tongue out,messy,mixed eyeballs,white, red mario coat,cactus green stripped tail,main,bg #9,None,None,None,None,49.06476636398545,2246
2246,umbrella,None,bored,light grey,tired eyes,fair,purple striped,cactus green stripped tail,main,bg #8,None,None,None,None,49.35091328573481,2247
2247,needle,None,super flat mouth,soft dark,chasis eyes,yellow,brown singlet,tail alive,main,bg #8,None,None,None,None,48.705320640059256,2248
2248,umbrella,None,dot,messy,anime eyes,fair,purple striped,golden tail,main,bg #3,None,None,None,None,49.58565605008336,2249
2249,bloodshot,None,classic mouth,realistic,eyeball left,fair,stylish pyjamas,stripped tail,main,bg #4,None,None,None,None,49.240767101904225,2250
2250,umbrella,None,classic mouth,light grey,little eyes,zombie,robot,sandy tail,main,bg #8,None,None,None,None,48.90340979421702,2251
2251,angel wings,None,smoking,messy,slight thunder eyes,white,jacket with bow tie,inverted tail,main,bg #9,None,None,None,None,48.91803395503514,2252
2252,umbrella,None,indecisive,super messy,devil eyes,fair,green mario coat,golden stripped tail,main,bg #4,None,None,None,None,48.84470251501848,2253
2253,snot,None,smoking,light grey,crying eyes,yellow, red mario coat,cactus green stripped tail,main,bg #1,None,None,None,None,48.75663949595656,2254
2254,bloodshot,None,gum,light grey,devil eyes,yellow,messy,double tail,main,bg #4,None,None,None,None,48.37526435710611,2255
2255,demon wings,None,L shaped mouth,realistic,tired eyes,zombie, king jacket,inverted tail,main,bg #3,None,None,None,None,49.38016793902237,2256
2256,needle,None,tongue out,light grey,soft eyes,black,golden armor,tail alive,main,bg #5,None,None,None,None,49.34347851651296,2257
2257,umbrella,None,super flat mouth,soft dark,little eyes,white,body hug,robot tail,main,bg rainy,None,None,None,None,48.93275396241728,2258
2258,golf club,None,indecisive,realistic,little eyes,black,green mario coat,multi stripped tail,main,bg #4,None,None,None,None,49.68816212480598,2259
2259,snot,None,gum,realistic,soft eyes,black,red hood dress,pinky striped tail,main,bg #10,None,None,None,None,49.30666378336728,2260
2260,needle,None,sneaky happy mouth,messy,devil eyes,black,ash striped,pinky striped tail,main,bg #11,None,None,None,None,49.36552375577842,2261
2261,demon wings,None,super flat mouth,soft dark,little eyes,zombie,purple striped,golden tail,main,bg #9,None,None,None,None,49.29949755485331,2262
2262,snot,None,vampire,messy,little eyes,zombie,classic pyjamas,sandy tail,main,bg #4,None,None,None,None,49.11607678871804,2263
2263,blood mouth,None,super happy,realistic,luminous eyes,white,ash striped,golden tail,main,bg rainy,None,None,None,None,49.07940527442257,2264
2264,snot,None,bored,light grey,anime eyes,yellow,red hood dress,suoer pointed tail],main,bg #10,None,None,None,None,47.9572071782606,2265
2265,blood mouth,None,sneaky happy mouth,light grey,tired eyes,yellow,red hood dress,double tail,main,bg #1,None,None,None,None,48.52925250276605,2266
2266,needle,None,super happy,messy,sneaky peeky eyes,yellow,body hug,double tail,main,bg #9,None,None,None,None,48.77870369050584,2267
2267,blood mouth,None,bored,messy,anime eyes,white,realistic singlet,pinky messy tail,main,bg #6,None,None,None,None,48.14050367909096,2268
2268,needle,None,robot mouth,messy,angry thunder eyes,fair,'sad' text shirt,golden tail,main,bg #4,None,None,None,None,48.742032164909915,2269
2269,blood mouth,None,cross shaped mouth,messy,golden eyes,yellow,stylish pyjamas,double tail,main,bg #6,None,None,None,None,48.463196799837114,2270
2270,demon wings,None,bored,realistic,slight thunder eyes,zombie,robot,tail alive,main,bg #9,None,None,None,None,49.10874311413248,2271
2271,golf club,None,classic mouth,light grey,eyeball left,zombie, red mario coat,robot tail,main,bg #3,None,None,None,None,48.90339505194727,2272
2272,bloodshot,None,sad mouth,messy,devil eyes,fair,purple striped,cowboy tail,main,bg #5,None,None,None,None,49.600261265653735,2273
2273,demon wings,None,smoking,realistic,anime eyes,black,realistic singlet,inverted tail,main,bg #1,None,None,None,None,49.629465382923584,2274
2274,bloodshot,None,vampire,realistic,anime eyes,yellow,purple striped,multi stripped tail,main,bg #11,None,None,None,None,49.05005268082635,2275
2275,demon wings,None,bored,light grey,chasis eyes,zombie,black coat,cactus green stripped tail,main,bg #9,None,None,None,None,48.46329473603652,2276
2276,golf club,None,super flat mouth,light grey,crying eyes,fair,red hood dress,stripped tail,main,bg #7,None,None,None,None,49.40961109025484,2277
2277,blood mouth,None,flat mouth,super messy,little eyes,white,astro suit,realistic tail,main,bg #1,None,None,None,None,48.63935971489283,2278
2278,blood mouth,None,big dot,soft dark,slight thunder eyes,white,nurse coat,suoer pointed tail],main,bg #2,None,None,None,None,49.02071484546276,2279
2279,golf club,None,cross shaped mouth,light grey,little eyes,yellow,red hood dress,sandy tail,main,bg #2,None,None,None,None,48.55131248264175,2280
2280,golf club,None,O shaped mouth,realistic,angry thunder eyes,yellow,'pro' text  long sleeve,inverted tail,main,bg #11,None,None,None,None,48.42659796238533,2281
2281,bloodshot,None,gum,super messy,chasis eyes,white,jacket with bow tie,cactus green stripped tail,main,bg #6,None,None,None,None,48.309284484558276,2282
2282,needle,None, tied mouth,soft dark,luminous eyes,zombie,robotic t-shirt,realistic tail,main,bg #1,None,None,None,None,49.064763200649054,2283
2283,golf club,None,indecisive,soft dark,eyeball left,zombie,green mario coat,robot tail,main,bg,None,None,None,None,49.29215019115274,2284
2284,umbrella,None,vampire,messy,little eyes,black,robot,inverted tail,main,bg #7,None,None,None,None,49.89362075409333,2285
2285,needle,None,tongue out,realistic,mixed eyeballs,yellow,squid game suit,golden stripped tail,main,bg #9,None,None,None,None,49.07206739132731,2286
2286,angel wings,None,cross shaped mouth,super messy,devil eyes,yellow,ash striped,thief striped tail,main,bg #4,None,None,None,None,48.71272170761829,2287
2287,angel wings,None,super flat mouth,soft dark,soft eyes,yellow,doctor coat,pinky messy tail,main,bg #9,None,None,None,None,48.62466499697459,2288
2288,umbrella,None,super flat mouth,super messy,golden eyes,white,black coat,pinky striped tail,main,bg #11,None,None,None,None,47.810428442197406,2289
2289,None,None,classic mouth,soft dark,sneaky peeky eyes,white,single striped,devil tail,main,bg #10,None,None,None,classic chef hat,45.4195104709224,2290
2290,None,None,happy mouth,soft dark,eyeball left,zombie,viking jacket,realistic tail,main,bg #8,None,None,None,warrior helmet,46.27772903569349,2291
2291,None,None,tongue out,super messy,slight thunder eyes,zombie,robotic suit,golden stripped tail,main,bg rainy,None,None,None,noel hat,45.9181980040999,2292
2292,None,None,gum,messy,devil eyes,fair,robot,double tail,main,bg,None,None,None,horns,46.189687065739044,2293
2293,None,None,cross shaped mouth,messy,slight thunder eyes,white,messy,golden tail,main,bg #10,None,None,None,halo,45.588161737487724,2294
2294,None,None,vampire,soft dark,tired eyes,yellow,green mario coat,pinky striped tail,main,bg #9,None,None,None,warrior helmet,45.43421677038179,2295
2295,None,None,super flat mouth,super messy,crying eyes,zombie,single striped,sandy tail,main,bg #11,None,None,None,baseball helmet,45.73488781565599,2296
2296,None,None,bored,messy,little eyes,white,robot,suoer pointed tail],main,bg #4,None,None,None,noel hat,45.04535317749583,2297
2297,None,None,L shaped mouth,super messy,dark eyes,yellow,green striped singlet,golden stripped tail,main,bg #10,None,None,None,astro helmet,44.986776474786275,2298
2298,None,None,dot,super messy,eyeball left,fair,'sad' text shirt,sandy tail,main,bg,None,None,None,magic hat,45.800978267949816,2299
2299,None,None,gum,realistic,angry thunder eyes,fair,realistic singlet,suoer pointed tail],main,bg #5,None,None,None,durag (gangster hat),45.602889108418424,2300
2300,None,None,sad mouth,messy,dark eyes,white,robotic suit,double tail,main,bg #6,None,None,None,nurse hat,45.17010456528024,2301
2301,None,None,super flat mouth,light grey,luminous eyes,fair,chest plate,sandy tail,main,bg,None,None,None,hppdie,45.852229717123436,2302
2302,None,None,zero shaped mouth,light grey,angry thunder eyes,yellow,golden armor,robot tail,main,bg #4,None,None,None,hppdie,45.162814065297475,2303
2303,None,None,L shaped mouth,super messy,slight thunder eyes,white, king jacket,golden stripped tail,main,bg #4,None,None,None,halo,45.42674936877277,2304
2304,None,None,happy mouth,soft dark,tired eyes,zombie,realistic singlet,golden stripped tail,main,bg #8,None,None,None,classic chef hat,46.18967863157141,2305
2305,None,None,dot,messy,chasis eyes,black, king jacket,cactus green stripped tail,main,bg #9,None,None,None,nurse hat,46.48312870009012,2306
2306,None,None,L shaped mouth,messy,slight thunder eyes,fair,purple striped,inverted tail,main,bg #9,None,None,None,green mario hat,46.0503768007976,2307
2307,None,None,zero shaped mouth,super messy,mixed eyeballs,zombie,nurse coat,golden tail,main,bg,None,None,None,warrior helmet,46.22635542815662,2308
