,Background,Revamped,Clothes,Tattoo,Shape,Mask,Item,Hair,Base,Aura,Hat,Experience,Level,Rarity score,Token Id
1705,Japanese Motif - Pink,False,Shirt 7 - Black,Kanji,Square Frame,Fox Mask - Kintsugi,None,Red,Beige,None,Beanie - Yellow,None,None,24.087220890484627,1705
1706,Japanese Motif - Blue,False,Hoodie - Kintsugi 7,Black Flames,Circle Frame,Kintsugi Skull,None,White,Beige,Night,Bucket Hat Black,0.0,1.0,68.07423756646236,1706
1707,Pixel - Piano in a Sea,None,Hoodie - One Shoulder Yin Yang,Attached Diamonds,Minimal Frame,Elder Skull,Banana,Orange-Red,Beige,Light,Straw Hat,None,None,60.300971685446726,1707
1708,Japanese Motif - Blue,True,Sweater - One Shoulder Blue Demon,Seven,Minimal Frame,Scarred Skull,None,White,Golden,Night,Bucket Hat Red Kumo Motif,0.0,1.0,79.07602287005962,1708
1709,Japanese Motif - Pink,True,Shirt - Japanese Black,None,Circle Frame,Scarred Skull,Maple Branch,Orange-Red,Golden,Night,Straw Hat,None,None,35.511551717732154,1709
1710,Painted Brush,False,Shirt - Sevens Block,Crossed Out,Circle Frame,Sevens Japanese Mask,Red Scythe,Red,Espresso,Light,Beanie - Orange,None,None,40.04075243170092,1710
1711,Pixel - Day on an Island,False,Hoodie - Tongue,Sakura Petal,Minimal Frame,Fox Mask - LED Scarred,Red Scythe,Yellow,Porcelain,None,Beanie - Gray,None,None,38.5566692950175,1711
1712,Japanese Motif - Pink,False,Lab Coat,None,Circle Frame,Full Mask,Red Scythe,Orange-Red,Golden,Night,Hat - 7 White,None,None,23.716418362981184,1712
1713,Shooting Stars,False,Shirt 7 - Black,None,Circle Frame,Hype Red Mask,Chef Knife,White,Beige,Night,Bucket Hat Black,None,None,20.127899984241026,1713
1714,Bananaz!,False,Shirt 7 - Black,None,Circle Frame,Beak Mask - Darkened,None,White,Golden,Night,Hat - Emoticon Black,0.0,1.0,51.512201062011066,1714
1715,Japanese Motif - Yellow,False,Shirt 7 - White,None,Square Frame,Petrified Demon Mask,Red Scythe,Orange-Red,Porcelain,Night,Rice Hat - Sunflower,0.0,1.0,64.41527237199294,1715
1716,Shooting Stars,None,Sweater - One Shoulder Red Demon,No Tattoo,Square Frame,Motorcycle Helmet - Black,Banana,White,Porcelain,Night,No Hat,None,None,50.502343956406335,1716
1717,Painted Brush,False,Shirt - Sevens Block,None,Circle Frame,Full Face Mask - Double Line,Red Katana,White,Porcelain,Light,Beanie - Aqua,None,None,27.74170691524048,1717
1718,Japanese Motif - Yellow,None,Shirt 7 - White,No Tattoo,Minimal Frame,Hype Black Mask,No Item,Yellow,Golden,Light,Bucket Hat Red Kumo Motif,None,None,53.911948439566984,1718
1719,Red,True,Shirt - Japanese Black,Attached Diamonds,Circle Frame,Motorcycle Helmet - Black,Metal Monkey Staff,Black,Espresso,Light,None,None,None,47.957322379294055,1719
1720,Painted Brush,None,Hoodie - Emoticon,Emoticon,Circle Frame,Mascot - UwU cat,No Item,Red,Espresso,Night,No Hat,None,None,50.222870073462886,1720
1721,Shooting Stars,False,Shirt 7 - Black,Seven,Square Frame,Game Helmet - Shiba Inu,None,White,Porcelain,None,None,0.0,1.0,57.020175636921934,1721
1722,Japanese Motif - Pink,False,Hoodie - Tongue,None,Circle Frame,Painted Lion Mask,None,White,Espresso,None,Beanie - Orange,0.0,1.0,53.38687937748148,1722
1723,Pixel - Piano in a Sea,True,Hoodie - Kintsugi 7,None,Circle Frame,Mascot - UwU cat,None,Yellow,Golden,None,None,None,None,16.268878978490473,1723
1724,Shooting Stars,None,Shirt - Isekai Postal,Emoticon,Minimal Frame,LED Japanese Mask,Metal Pipe,White,Beige,No Aura,Beanie - Orange,None,None,62.12490976727244,1724
1725,Japanese Motif - Yellow,True,Hoodie - Kintsugi 7,Black Flames,Circle Frame,Beak Mask - Metal,Banana,Red,Porcelain,No Aura Plain,Bucket Hat White,0.0,1.0,99.94911976926159,1725
1726,Red,True,Hoodie - Tongue,Constellation,Minimal Frame,Hype Black Mask,Chef Knife,Red,Espresso,Light,Bucket Hat Yellow,None,None,55.37706770455855,1726
1727,Japanese Motif - Blue,False,Sweater - Cherry Blossoms,Crossed Out,Minimal Frame,Red-eyed Owl,None,Black,Golden,Night,Bucket Hat Black SH777SH,None,None,23.20303654061325,1727
1728,Japanese Motif - Yellow,None,Bomber - Black,No Tattoo,Minimal Frame,Painted Owl mask,No Item,Black,Espresso,Light,Rice Hat - Shadow,None,None,55.080868755576304,1728
1729,Painted Brush,True,Shirt 7 - White,None,Minimal Frame,Hype Black Mask,Chef Knife,White,Porcelain,None,Rice Hat - Gold,None,None,34.149431122470965,1729
1730,Night Sky,True,Sweater - One Shoulder Red Demon,Sakura Petal,Square Frame,Full Face Mask - Double Line,None,Yellow,Porcelain,Night,Hat - Painted,None,None,37.69670148708341,1730
1731,Colorful Clouds,True,Shirt 7 - Black,None,Minimal Frame,Akuma Half Mask - White,Dark Chef Knife,Yellow,Golden,Light,Bucket Hat White,None,None,41.64567548029904,1731
1732,Japanese Motif - Blue,None,Shirt 7 - White,Seven,Minimal Frame,Beak Mask - Metal,Gold Pipe,Black,Golden,Night,Straw Hat,None,None,51.529869506213984,1732
1733,Japanese Motif - Blue,False,Shirt - Japanese Black,None,Minimal Frame,Game Helmet - Shiba Inu,None,Black,Golden,Night,None,0.0,1.0,45.25080983185807,1733
1734,Pixel - Piano in a Sea,False,Shirt - Japanese Black,Kanji,Circle Frame,Motorcycle Helmet - Black,Red Scythe,White,Golden,None,None,0.0,1.0,73.47001846533693,1734
1735,Pixel - Piano in a Sea,None,Kimono - Blue Green,Sakura Petal,Minimal Frame,Petrified Skull,Red Katana,Red,Beige,No Aura,No Hat,None,None,61.51490162617193,1735
1736,Light Blue,True,Shirt - Painted Tee,Sakura Petal,Minimal Frame,Kaiju Mecha Mask - Black,None,Black,Beige,None,Hat - 7 Wave,None,None,37.925406206616415,1736
1737,Pixel - Piano in a Sea,None,Shirt 7 - White,Attached Diamonds,Minimal Frame,Painted Owl mask,Metal Pipe,Orange-Red,Golden,No Aura,Bucket Hat Yellow,None,None,61.72875495513141,1737
1738,Red,None,Hoodie - Painted,No Tattoo,Circle Frame,Petrified Demon Mask,No Item,White,Beige,Night,Hat - 7 White,None,None,50.16659488306351,1738
1739,Japanese Motif - Pink,None,Shirt 7 - White,No Tattoo,Circle Frame,Elder Skull,No Item,Black,Porcelain,Night,Rice Hat - Package,None,None,49.19090100830829,1739
1740,Japanese Motif - Pink,None,Kimono - Blue Green,No Tattoo,Circle Frame,Painted Black Mask,Yellow Katana,Yellow,Espresso,No Aura Plain,Bucket Hat White,None,None,57.40395090018998,1740
1741,Pixel - Piano in a Sea,False,Shirt 7 - Black,Emoticon,Minimal Frame,Mascot - Shiba Inu,None,Red,Golden,None,None,0.0,1.0,58.65671796835659,1741
1742,Japanese Motif - Blue,False,Shirt - Painted Tee,Heart 7,Minimal Frame,Hype Black Mask,None,Red,Espresso,None,Rice Hat - Kintsugi,None,None,25.286807758566272,1742
1743,Pixel - Day on an Island,False,Lab Coat,None,Square Frame,Demon Fire Mask,Red Scythe,Red,Espresso,None,Beanie - Orange,0.0,1.0,67.7277925126807,1743
1744,Japanese Motif - Pink,None,Shirt - Japanese Black,Seven,Circle Frame,Petrified Skull,Red Monkey Staff,Black,Golden,Night,Rice Hat - White,None,None,51.951627097580676,1744
1745,Pixel - Piano in a Sea,True,Sweater - One Shoulder Red Demon,None,Square Frame,Fox Mask - LED Scarred,None,Orange-Red,Beige,Light,None,None,None,22.647768986032542,1745
1746,Shooting Stars,False,Sweater - One Shoulder Blue Demon,None,Minimal Frame,Kaiju Mecha Mask - 07,None,White,Espresso,None,Rice Hat - Package,None,None,10.460593263894708,1746
1747,Japanese Motif - Pink,False,Hoodie - Tongue,Sakura Petal,Minimal Frame,Elder Skull,None,Black,Porcelain,No Aura Plain,Rice Hat - Kintsugi,None,None,31.258584455068885,1747
1748,Japanese Motif - Yellow,False,Hoodie - Sunflowers,Heart 7,Circle Frame,Motorcycle Helmet - Roughed,Red Katana,Orange-Red,Espresso,Night,None,0.0,1.0,73.1911377676824,1748
1749,Pixel - Piano in a Sea,False,Sweater - Space,Crossed Out,Square Frame,Lightning Mask,Chef Knife,White,Espresso,None,Rice Hat - Shadow,0.0,1.0,79.36477186047995,1749
1750,Red,False,Shirt 7 - Black,Crossed Out,Square Frame,Fox Mask - Emoticon,Yellow Katana,White,Porcelain,None,Beanie - Black,None,None,33.5202049099283,1750
1751,Japanese Motif - Blue,True,Shirt - Japanese Black,Seven,Circle Frame,Painted Black Mask,Yellow Katana,Red,Espresso,Night,None,None,None,41.46259624087707,1751
1752,Light Blue,True,Shirt - Taped Banana,None,Square Frame,Fox Mask - Sealed,Red Scythe,Black,Golden,No Aura Plain,Beanie - Painted,None,None,42.87038946333904,1752
1753,Shooting Stars,False,Hoodie - One Shoulder Fire,None,Minimal Frame,Painted Owl mask,None,Orange-Red,Golden,None,Bucket Hat Painted,0.0,1.0,52.91927840528204,1753
1754,Night Sky,None,Shirt 7 - White,No Tattoo,Square Frame,Hype Black Mask,Red Monkey Staff,White,Porcelain,Night,Bucket Hat Official,None,None,49.38973010173789,1754
1755,Shooting Stars,False,Hoodie - Painted,Seven,Square Frame,Sevens Japanese Mask,None,White,Golden,None,Beanie - Black,0.0,1.0,64.67377378408963,1755
1756,Night Sky,True,Hoodie - One Shoulder Lotus,None,Square Frame,Game Helmet - Shiba Inu,Chef Knife,Orange-Red,Espresso,Night,None,None,None,28.73154637457394,1756
1757,Japanese Motif - Blue,False,Shirt - Sevens Block,None,Minimal Frame,Beak Mask - Metal,None,Yellow,Beige,None,Bucket Hat Akuma,None,None,9.535529061459199,1757
1758,Painted Brush,False,Shirt 7 - Black,Sakura Petal,Circle Frame,Kintsugi Skull,None,White,Porcelain,Light,Rice Hat - Gold,None,None,29.027510761099446,1758
1759,Pixel - Day on an Island,False,Sweater - One Shoulder Red Demon,Constellation,Square Frame,Hype Black Mask,Yellow Katana,Yellow,Espresso,Light,Rice Hat - Shadow,None,None,43.71505486285715,1759
1760,Japanese Motif - Blue,None,Sweater - One Shoulder Cherry Blossoms,No Tattoo,Minimal Frame,Scarred Skull,No Item,Orange-Red,Espresso,No Aura Plain,Hat - 7 White,None,None,56.25985489253888,1760
1761,Japanese Motif - Pink,True,Sweater - Cherry Blossoms,None,Minimal Frame,Beak Mask - Gold,Yellow Katana,Red,Porcelain,None,Bucket Hat White,None,None,36.29427987840022,1761
1762,Light Blue,False,Hoodie - One Shoulder Lotus,None,Minimal Frame,Motorcycle Helmet - Black,Chef Knife,Red,Golden,Night,None,None,None,15.009793596036872,1762
1763,Japanese Motif - Pink,True,Shirt 7 - White,Star,Square Frame,Mascot - UwU cat,Yellow Katana,White,Beige,Light,None,None,None,46.813753596323274,1763
1764,Japanese Motif - Yellow,False,Hoodie - Sunflowers,Emoticon,Minimal Frame,Demon Fire Mask,None,Red,Porcelain,No Aura Plain,Beanie - Yellow,None,None,31.273861447720996,1764
1765,Shooting Stars,False,Sweater - One Shoulder Red Demon,None,Circle Frame,Kaiju Mecha Mask - 07,None,Red,Espresso,None,Bucket Hat White,None,None,10.145375945823792,1765
1766,Japanese Motif - Blue,False,Hoodie - Fire Heart,None,Circle Frame,Beak Mask - Darkened,None,Black,Golden,No Aura Plain,Hat - Painted,None,None,16.64643615707286,1766
1767,Night Sky,False,Kimono - Blue Green,None,Square Frame,Painted Lion Mask,None,Black,Espresso,Night,Beanie - Aqua,None,None,10.267578198045706,1767
1768,Light Blue,False,Shirt - Isekai Postal,Constellation,Minimal Frame,Full Face Mask - Red Stop,Gold Pipe,Yellow,Beige,No Aura Plain,Beanie - Orange,0.0,1.0,87.49023152139053,1768
1769,Japanese Motif - Blue,True,Hoodie - Painted,3 Sevens,Square Frame,Mascot - Shiba Inu,Red Monkey Staff,Orange-Red,Golden,Light,None,None,None,50.27474741335226,1769
1770,Red,True,Shirt 7 - Black,Sakura Petal,Circle Frame,Fox Mask - Sealed,Metal Pipe,Black,Beige,Night,Hat - 7 Black,None,None,49.029636791548306,1770
1771,Japanese Motif - Blue,False,Hoodie - One Shoulder Fire,Crossed Out,Minimal Frame,Hype Red Mask,None,Black,Porcelain,None,Bucket Hat Official,None,None,23.04019630255559,1771
1772,Pixel - Day on an Island,True,Lab Coat,None,Minimal Frame,Petrified Skull,Sakura Branch,Orange-Red,Beige,Light,Rice Hat - Gold,None,None,43.637770933806955,1772
1773,Japanese Motif - Yellow,True,Hoodie - Tongue,None,Circle Frame,Sevens Japanese Mask,None,Orange-Red,Golden,No Aura Plain,Bucket Hat White Kumo Motif,None,None,28.43180286934734,1773
1774,Japanese Motif - Pink,True,Hoodie - One Shoulder Yin Yang,Seven,Square Frame,Mascot - UwU cat,Dark Chef Knife,White,Porcelain,Light,None,None,None,47.911528427372566,1774
1775,Bananaz!,False,Kimono - Blue Green,Crossed Out,Circle Frame,Motorcycle Helmet - Black,Sakura Branch,Red,Espresso,Light,None,None,None,34.63826744894439,1775
1776,Red,False,Bomber - Black,None,Square Frame,Mascot - Joyful cat,Maple Branch,Red,Espresso,No Aura Plain,None,0.0,1.0,64.30263280048277,1776
1777,Japanese Motif - Yellow,None,Kimono - Eth Checkered,No Tattoo,Square Frame,Beak Mask - Metal,Red Scythe,Yellow,Porcelain,Night,Hat - Emoticon White,None,None,52.09347506695428,1777
1778,Night Sky,False,Shirt 7 - White,None,Minimal Frame,Mascot - UwU cat,Red Katana,Yellow,Espresso,None,None,None,None,12.757752993440485,1778
1779,Colorful Clouds,None,Shirt - Sevens Block,Crossed Out,Circle Frame,Red-eyed Owl,Banana,Orange-Red,Golden,Light,Bucket Hat Black SH777SH,None,None,58.217572952962385,1779
1780,Painted Brush,False,Hoodie - One Shoulder Lotus,Black Flames,Square Frame,Painted Owl mask,Gold Pipe,White,Porcelain,Light,Beanie - White,None,None,43.90821229941598,1780
1781,Red,None,Hoodie - One Shoulder Lotus,Seven,Minimal Frame,Game Helmet - Shiba Inu,No Item,Yellow,Golden,No Aura Plain,No Hat,None,None,56.1585896677975,1781
1782,Painted Brush,False,Hoodie - One Shoulder Yin Yang,Crossed Out,Circle Frame,Emoticon Owl,Dark Chef Knife,White,Beige,None,Bucket Hat Akuma,0.0,1.0,79.32949973299802,1782
1783,Painted Brush,None,Sweater - Kintsugi,3 Sevens,Minimal Frame,Golden Chain Skull,Dark Katana,Red,Golden,Night,Rice Hat - Kintsugi,None,None,55.67680179711238,1783
1784,Shooting Stars,True,Sweater - One Shoulder Blue Demon,Seven,Square Frame,Fox Mask - Kintsugi,None,Yellow,Porcelain,Night,Rice Hat - Sunflower,None,None,36.75650335660837,1784
1785,Japanese Motif - Yellow,False,Hoodie - Kintsugi 7,None,Circle Frame,Scarred Skull,Chef Knife,Red,Porcelain,None,Hat - 7 Black,0.0,1.0,65.57846959301912,1785
1786,Red,False,Shirt - Painted Tee,None,Minimal Frame,Lightning Mask,Chef Knife,Red,Porcelain,None,Bucket Hat White,None,None,22.30348434684185,1786
1787,Painted Brush,True,Hoodie - Tongue,Flame,Square Frame,Game Helmet - Shiba Inu,None,Red,Golden,Night,None,None,None,29.890293402019324,1787
1788,Japanese Motif - Pink,True,Hoodie - Emoticon,None,Minimal Frame,Hype Black Mask,None,Orange-Red,Espresso,Light,Rice Hat - Shadow,None,None,29.046805788491607,1788
1789,Pixel - Piano in a Sea,True,Hoodie - One Shoulder Fire,Black Flames,Minimal Frame,Fox Mask - Kintsugi,None,Red,Espresso,None,None,0.0,1.0,74.50686101465223,1789
1790,Japanese Motif - Yellow,False,Shirt 7 - Black,Attached Diamonds,Square Frame,Kaiju Mecha Mask - Black,None,White,Espresso,No Aura Plain,Hat - 7 White,0.0,1.0,72.90626395888731,1790
1791,Bananaz!,None,Sweater - Cherry Blossoms,No Tattoo,Square Frame,Kintsugi Skull,Dark Katana,Red,Porcelain,Night,Bucket Hat Black,None,None,52.439095298479025,1791
1792,Japanese Motif - Yellow,False,Sweater - Space,None,Minimal Frame,Sevens Japanese Mask,Metal Pipe,Orange-Red,Porcelain,Night,Rice Hat - Package,0.0,1.0,65.33513769220298,1792
1793,Japanese Motif - Pink,None,Bomber - Black,Seven,Circle Frame,Emoticon Owl,No Item,Black,Espresso,No Aura Plain,Bucket Hat Official,None,None,56.519748365048095,1793
1794,Pixel - Piano in a Sea,False,Bomber - Black,Emoticon,Circle Frame,Sevens Japanese Mask,Yellow Katana,White,Espresso,Light,Beanie - Black,None,None,40.59467490622545,1794
1795,Shooting Stars,False,Hoodie - Fire Heart,Emoticon,Minimal Frame,Petrified Demon Mask,None,Orange-Red,Porcelain,Night,Straw Hat,None,None,24.382126481970136,1795
1796,Japanese Motif - Pink,None,Kimono - Blue Green,No Tattoo,Square Frame,Hype Red Mask,No Item,Black,Beige,Light,Rice Hat - Blue,None,None,56.08196867270404,1796
1797,Japanese Motif - Blue,False,Shirt - Japanese Black,Sakura Petal,Minimal Frame,Painted Owl mask,None,Orange-Red,Porcelain,Night,Bucket Hat Red Kumo Motif,None,None,23.868925497482802,1797
1798,Shooting Stars,None,Kimono - Eth Checkered,Seven,Square Frame,Kintsugi Skull,No Item,Red,Espresso,Night,Hat - Emoticon Black,None,None,51.46328956710629,1798
1799,Shooting Stars,None,Sweater - One Shoulder Blue Demon,No Tattoo,Square Frame,Scarred Skull,No Item,Yellow,Espresso,No Aura,Hat - Emoticon White,None,None,58.800204056417385,1799
1800,Shooting Stars,True,Shirt - Taped Banana,None,Circle Frame,Hype Red Mask,None,Red,Golden,None,Rice Hat - Sunflower,None,None,22.398775796764987,1800
1801,Pixel - Piano in a Sea,True,Sweater - Cherry Blossoms,None,Circle Frame,Mascot - UwU cat,None,Yellow,Porcelain,Light,None,None,None,21.55500561067825,1801
1802,Light Blue,True,Hoodie - One Shoulder Yin Yang,Sakura Petal,Circle Frame,Red-eyed Owl,Chef Knife,Red,Porcelain,None,Beanie - Painted,None,None,49.736217399199205,1802
1803,Pixel - Piano in a Sea,True,Sweater - One Shoulder Red Demon,None,Minimal Frame,Mecha Bird - Red-Eyed Crow,None,Orange-Red,Espresso,Light,None,None,None,23.00353998882171,1803
1804,Night Sky,False,Shirt 7 - Black,Crossed Out,Square Frame,Mecha Bird - Red-Eyed Crow,None,Yellow,Porcelain,None,None,0.0,1.0,57.26417265973228,1804
1805,Pixel - Day on an Island,False,Hoodie - One Shoulder Yin Yang,Emoticon,Circle Frame,Scarred Skull,None,Black,Porcelain,Light,Hat - Painted,0.0,1.0,73.50119034452767,1805
1806,Light Blue,False,Hoodie - One Shoulder Fire,Attached Diamonds,Square Frame,Kintsugi Skull,Chef Knife,Red,Golden,No Aura Plain,Bucket Hat Red SH777SH,0.0,1.0,87.15474826901139,1806
1807,Pixel - Piano in a Sea,False,Shirt 7 - Black,None,Minimal Frame,Full Face Mask - X,Dark Chef Knife,Yellow,Espresso,Light,Beanie - Yellow,0.0,1.0,70.93478514392648,1807
1808,Red,False,Hoodie - Painted,None,Circle Frame,Hype Black Mask,Chef Knife,Orange-Red,Golden,None,Rice Hat - Shadow,0.0,1.0,64.72475281025683,1808
1809,Sakura Tree,None,Sweater - One Shoulder Cherry Blossoms,No Tattoo,Minimal Frame,Fox Mask - Emoticon,Red Katana,Yellow,Golden,Night,Hat - 7 Black,None,None,54.471719083003514,1809
1810,Bananaz!,False,Lab Coat,Seven,Minimal Frame,Fox Mask - Kintsugi,None,Yellow,Golden,No Aura Plain,Rice Hat - White,0.0,1.0,73.81607652712513,1810
1811,Shooting Stars,False,Hoodie - Tongue,Flame,Minimal Frame,Kaiju Mecha Mask - 07,Red Katana,Red,Golden,None,Hat - Emoticon White,0.0,1.0,79.67503280716309,1811
1812,Japanese Motif - Yellow,False,Kimono - Eth Checkered,None,Square Frame,Scarred Skull,Banana,Black,Porcelain,No Aura Plain,None,None,None,21.83068599749402,1812
1813,Pixel - Piano in a Sea,None,Bomber - White and Blue,Crossed Out,Minimal Frame,Motorcycle Helmet - Roughed,No Item,White,Espresso,No Aura,No Hat,None,None,59.39006895882494,1813
1814,Bananaz!,False,Sweater - Black and Orange,Kanji,Circle Frame,Kaiju Mecha Mask - White,None,Red,Porcelain,Night,Bucket Hat Yellow,0.0,1.0,68.63820699730147,1814
1815,Bananaz!,False,Shirt 7 - Black,Sakura Petal,Minimal Frame,Mascot - UwU cat,Metal Monkey Staff,Orange-Red,Espresso,None,None,None,None,27.431470546454058,1815
1816,Pixel - Piano in a Sea,False,Sweater - Kintsugi,Crossed Out,Minimal Frame,Fox Mask - Kintsugi,None,White,Espresso,None,Bucket Hat White Kumo Motif,0.0,1.0,66.93020482957954,1816
1817,Japanese Motif - Blue,None,Kimono - Sunflower,Flame,Square Frame,Fox Mask - Scarred,Yellow Katana,Orange-Red,Espresso,No Aura,No Hat,None,None,61.255851287083,1817
1818,Bananaz!,False,Shirt - Japanese Black,Emoticon,Minimal Frame,Sevens Japanese Mask,None,White,Beige,Night,Rice Hat - Gold,None,None,23.274192903864183,1818
1819,Bananaz!,None,Sweater - Cherry Blossoms,No Tattoo,Circle Frame,Fox Mask - Scarred,No Item,Yellow,Golden,No Aura Plain,Bucket Hat Yellow,None,None,56.68670455318525,1819
1820,Sakura Tree,None,Shirt - Taped Banana,No Tattoo,Minimal Frame,Scarred Skull,Metal Monkey Staff,Yellow,Golden,Light,Hat - Emoticon White,None,None,59.34003628101971,1820
