,Hat Color,Glasses Frame Color,Overall Color,Shirt Color,Boot Color,Pupil Color,Hair Color,Hat,Facial Hair,Glasses,Held Item,Hair Style,Outfit,Gender,Class,Zipper Color,Helmet Glass Color,Glove Color,Suit Color,Pant Color,Shoe Color,Belt Buckle Color,Bandana Color,Belt Color,Tie Color,Life Buoy Color,Robe Color,Lifejacket Color,Miscellaneous,Jumpsuit Color,Foot Color,Vest Color,Apron Color,Special,Shirt Collar Color,Undershirt Color,String Color,Jacket Color,Spatula Color,Dress Color,Frame Color,Pants Color,Lab Coat Color,Fuel Rod Color,Gloves and Boots Color,Fish 1 Color,Skirt Color,Gloves and Foot Color,Horn Color,Hoof Color,Coat Color,Breed,Overalls Color,Shirt Accent Color,Badge Accent 1 Color,Suspender Color,Wool Color,Eye Patch Color,Feather Color,Comb and Wattle Color,Water Tank Color,Track Color,Body Color,Shirt and Pant Color,Sleeve Color,Wheel Color,Skin Color,Rarity score,Token Id
511,Scarlet,None,None,Black,None,Cement,Millbrook,Reverse Cap,Hungarian Mustache,None,Hammer,Lob,Medallion ,Male,Trucker,None,None,None,None,Cocoa Brown,Medium Gray,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24.789650075849025,511
512,Screamin' Green,Orient,None,Black,Medium Brown,Millbrook,Nomad,Straw Hat,None,Open Frame,None,Bangs,Rancher Outfit,Female,Rancher,None,None,None,None,Cocoa Brown,None,None,Orient,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,60.91204178924228,512
513,Yellow,White,None,White,None,Millbrook,Black,Ball Cap,Comb Mustache,Heart,Shovel,Ponytail,Checkered Shirt,Male,Factory Worker,None,None,None,None,Japanese Laurel,Medium Gray,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43.98482108231007,513
514,None,None,None,White,None,Blue,Cumin,None,Chevron Mustache,None,None,80s,Admiral Uniform,Male,Freight Captain,None,None,None,None,White,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Armadillo,None,None,None,None,None,None,None,None,None,None,None,None,21.971092970774407,514
515,Electric Violet,None,None,Cream Can,Light Brown,Deep Sea Green,Cod Gray,Top Hat,English Mustache,None,Drill,Side-Swept,Life Buoy,Male,Boat Captain,None,None,None,None,Twine,None,None,None,None,None,Electric Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.31855129824373,515
516,Yellow,Pelorous,None,Cream Can,None,Millbrook,White,Straw Hat,Pencil Mustache,90s,None,Side-Swept,Overalls and Utility Belt,Male,Builder,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Orange,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.474034424790794,516
517,None,None,None,None,None,None,None,None,None,None,Computer,None,Radiation Suit,None,Nuclear Engineer,Screamin' Green,White,None,Red,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,72.42716796243647,517
518,Screamin' Green,None,None,Hawaiian Tan,Dark Gray,Blue,White,Fedora,None,None,None,Long Fringe,Life Jacket Whistle,Female,Boat Captain,None,None,None,None,Blue,None,None,None,None,None,None,None,Orange,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.534217223593636,518
519,Scarlet,White,None,None,None,Cement,Mine Shaft,Stetson,Chevron Mustache,Luxury,None,Pageboy,Single-breasted Chef Jacket,Male,Chef,None,None,None,None,Twine,Black,None,None,None,None,None,None,None,None,None,None,None,White,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43.99153260519319,519
520,Scarlet,None,None,Black,None,Cement,Cumin,Stetson,Bush Beard,None,None,Ponytail,Tank Top Belly,Male,Trucker,None,None,None,None,Emperor,Light Brown,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,17.45346946482664,520
521,Pelorous,None,Butterfly Bush,Lemon Ginger,Black,Cement,Cumin,Hard Hat,None,None,None,Payot,Pig Farmer,Male,Farmer,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18.459975051161514,521
522,None,None,None,None,None,Millbrook,Black,None,None,None,None,Bob,Miller Bartender,Male,Miller,None,None,None,None,Blue,Light Gray,None,None,Black,None,None,None,None,None,None,None,Cream Can,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14.679812727307171,522
523,Screamin' Green,None,None,Tussock,Dark Gray,Blue,Black,Stetson,English Mustache,None,Flask,Bangs,Life Jacket,Male,Boat Captain,None,None,None,None,Black,None,None,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38.71753372499144,523
524,Pelorous,None,None,Gimblet,None,Cement,Millbrook,Ball Cap,Bush Beard,None,Pickaxe,Side-Swept,Lumberjack Date Night,Male,Lumberjack,None,None,None,None,Indian Khaki,Medium Gray,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,23.035910523172532,524
525,Armadillo,None,None,Bandicoot,None,Millbrook,Nomad,Flat Cap,None,None,None,Afro,Mini Skirt,Female,Trucker,None,None,None,None,None,Medium Gray,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14.649404793965507,525
526,Yellow,None,None,Torea Bay,None,White,White,Stetson,Bush Beard,None,None,80s,Overalls and Utility Belt,Male,Builder,None,None,None,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.955952978905124,526
527,Pelorous,Armadillo,None,Cream Can,None,Millbrook,Chicago,Ivy Cap,None,Oval Frame,Chainsaw,Long Fringe,Checkered Lumberjack Shirt,Female,Lumberjack,None,None,None,None,Blue Vogue,Dark Gray,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.02627718372986,527
528,Yellow,None,None,None,Dark Gray,Millbrook,Cumin,Stetson,None,None,Hatchet,Dreds,Safety Vest and Utility Belt,Female,Builder,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,Hawaiian Tan,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38.989667698360286,528
529,None,None,None,Gossip,None,Cement,None,None,None,None,None,Bald,Disco Miller,Female,Miller,None,None,None,None,Black,Dark Brown,None,None,Dark Brown,None,None,None,None,Face Mask,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.096349947302258,529
530,None,None,None,None,None,Deep Sea Green,Mine Shaft,None,None,None,None,Side-Swept,Miller Bartender,Male,Miller,None,None,None,None,Twine,Medium Gray,None,None,Dark Brown,None,None,None,None,None,None,None,Pastel Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,19.987332475352083,530
531,None,None,None,None,None,Blue,None,None,None,None,None,None,None,None,Chicken,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Altsteirer,None,None,None,None,None,None,Brown/White,Scarlet,None,None,None,None,None,None,None,63.42431395933799,531
532,None,None,None,Mandy's Pink,None,Millbrook,None,None,None,None,None,None,None,None,Helper Bot,None,None,None,None,White,None,None,None,None,None,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,21.71192242214057,532
533,None,Pelorous,None,Amethyst Smoke,None,Millbrook,Chicago,None,Horseshoe Mustache,Open Frame,None,Ponytail,Fashion Designer,Male,Weaver,None,None,None,None,Emperor,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24.7221847123854,533
534,Screamin' Green,None,Shadow,Bandicoot,None,Millbrook,Westar,Straw Hat,Long Stache and Beard,None,Chainsaw,Pageboy,Farmer Dungarees,Male,Farmer,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,23.303895952064334,534
535,None,None,None,Tussock,None,Millbrook,Black,None,None,None,None,Long Fringe,Miller Outfit,Male,Miller,None,None,None,None,Merlin,Black,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2.072223855172909,535
536,Pelorous,Screamin' Green,Twine,Pastel Green,None,Cement,Nomad,Ball Cap,Goatee Beard,Open Frame,Hoe,Pageboy,Muddy Dungarees,Male,Farmer,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.517961626906875,536
537,Orange,None,Orange,Tussock,None,Deep Sea Green,Cod Gray,Ball Cap,None,None,Chainsaw,Long & Tied Up,Overalls and Utility Belt,Female,Builder,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.23913640564101,537
538,Screamin' Green,Electric Violet,Mirage,Lemon Ginger,None,Cement,Mine Shaft,Ivy Cap,English Mustache,90s,Lasso,Mullet,Muddy Dungarees,Male,Farmer,None,None,None,None,None,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.81925940250153,538
539,Armadillo,None,Merlin,Lemon Ginger,Black,Millbrook,Westar,Ball Cap,None,None,Computer,Side-Swept,Pig Farmer,Female,Farmer,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31.81902549769778,539
540,Yellow,Pelorous,Black,Pastel Green,None,Black,Westar,Ball Cap,None,Heart,None,Bob,Metal Worker,Female,Factory Worker,None,None,None,None,Emperor,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.60009492598114,540
541,Pelorous,None,None,Amethyst Smoke,Dark Brown,Cement,None,Ball Cap,None,None,Fork,None,Casual Rancher Outfit,Female,Rancher,None,None,None,None,Regent Gray,None,None,Armadillo,Dark Gray,None,None,None,None,None,None,None,None,None,Skeleton,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,61.40819013819458,541
542,White,None,None,Mandy's Pink,Black,Cement,Tango,Ivy Cap,Comb Mustache,None,Chainsaw,Crew Cut,Ranch Boss,Male,Rancher,None,None,None,None,Emperor,None,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,Orient,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.474135504448974,542
543,Pelorous,None,None,Cream Can,Medium Gray,Millbrook,Chicago,Stetson,None,None,None,Pageboy,Casual Rancher Outfit,Female,Rancher,None,None,None,None,Blue,None,None,Heliotrope,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38.51998648068612,543
544,None,None,None,None,None,Cement,Chicago,None,Pencil Mustache,None,None,Payot,Sweater,Male,Weaver,None,None,None,None,Blue,Black,None,None,None,None,None,None,None,None,None,None,Hawaiian Tan,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14.565622287721666,544
545,None,None,None,Armadillo,None,Millbrook,Chicago,None,None,None,None,Ponytail,Disco Miller,Male,Miller,None,None,None,None,Elm,Light Brown,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.8829145873760096,545
546,Armadillo,None,None,Tussock,None,Cement,Westar,Stetson,Bush Beard,None,Flask,Long & Tied Up,None,None,Trucker,None,None,None,None,Shadow,Black,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,Zombie,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49.564338141264045,546
547,Armadillo,Electric Violet,None,Mandy's Pink,Black,Cement,Millbrook,Ball Cap,None,Heart,Flask,Payot,Life Jacket Whistle,Female,Boat Captain,None,None,None,None,Regent Gray,None,None,None,None,None,None,None,Electric Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,60.63527892392899,547
548,Pelorous,None,None,Hawaiian Tan,Medium Gray,Deep Sea Green,White,Ball Cap,None,None,Lasso,Afro,Ranch Boss,Female,Rancher,None,None,None,None,Elm,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,White,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49.748167540494514,548
549,Electric Green,None,Orange,Amethyst Smoke,Dark Brown,Blue,Black,Ball Cap,Long Stache and Beard,None,Drill,Afro,Overalls and Backpack,Male,Builder,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,33.28906770636322,549
